"REPORT_ID","Unit No","No Of Cas","Veh Reg State","Unit Type","Veh Year","Direction Of Travel","Sex","Age","Lic State","Licence Class","Licence Type","Towing","Unit Movement","Number Occupants","Postcode","Rollover","Fire"
"2021-10263-6/07/2022","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2020","West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2021-10264-6/07/2022","01",0,"SA","Panel Van","2008","North East","Male","047","SA","C ","Full","Not Towing","Straight Ahead","001","5047",,
"2021-10264-6/07/2022","02",0,"SA","Light Truck LT 4.5T","2013","North East","Male","019","O/S","C ","Full","Not Towing","U Turn","001","XXXX",,
"2021-10265-6/07/2022","01",0,"SA","Station Wagon","2016","North East","Male","039","SA","C ","Full","Not Towing","Right Turn","001","5084",,
"2021-10265-6/07/2022","02",0,"SA","Motor Cars - Sedan","2000","South West","Male","073","SA","C ","Full","Not Towing","Straight Ahead","001","5073",,
"2021-10266-6/07/2022","01",0,"SA","Station Wagon","2017","North East",,,,,,"Not Towing","Parked","000",,,
"2021-10266-6/07/2022","02",0,"SA","Panel Van","2008","North East","Male","024","SA","C ","Full","Not Towing","Straight Ahead","001","5014",,
"2021-10266-6/07/2022","03",0,"SA","Motor Cars - Sedan","2013","North East","Female","018","SA","C ","Provisional 1 ","Not Towing","Stopped on Carriageway","001","5006",,
"2021-10267-6/07/2022","01",0,"SA","Utility","2016","South","Male","029","SA","C ","Full","Trailer","Swerving","001","5159",,
"2021-10267-6/07/2022","02",0,"UNKNOWN","OMNIBUS","XXXX","South","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2021-10268-6/07/2022","01",0,"SA","Station Wagon","2017","South West","Female","031","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5114",,
"2021-10268-6/07/2022","02",0,"SA","Motor Cars - Sedan","2016","South West","Female","025","SA","C ","Full","Not Towing","Straight Ahead","001","5114",,
"2021-10269-6/07/2022","01",2,"SA","Station Wagon","2009","South West","Female","051","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5069",,
"2021-10269-6/07/2022","02",0,"SA","Motor Cars - Sedan","2006","South West","Female","058","SA","C ","Full","Not Towing","Straight Ahead","001","5072",,
"2021-10270-6/07/2022","01",0,,"Pedal Cycle",,"North","Male","045",,,,,"Straight Ahead","001","5008",,
"2021-10270-6/07/2022","02",0,"SA","Motor Cars - Sedan","1998","East","Female","029","SA","C ","Full","Not Towing","Left Turn","001","5089",,
"2021-10271-6/07/2022","01",0,"SA","Motor Cars - Sedan","2001","North East","Male","042","SA","C ","Full","Not Towing","Straight Ahead","001","5118",,
"2021-10271-6/07/2022","02",0,"SA","Station Wagon","2014","South East","Female","040","SA","C ","Full","Not Towing","Right Turn","001","5112",,
"2021-10272-6/07/2022","01",0,"SA","Station Wagon","2011","South East","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","002","5114",,
"2021-10272-6/07/2022","02",0,,"Pedestrian on Road",,"South West","Unknown","XXX",,,,,"Crossing without Control",,"XXXX",,
"2021-10273-6/07/2022","01",0,"SA","Station Wagon","2009","South","Male","042","SA","HRR ","Full","Not Towing","Stopped on Carriageway","001","5038",,
"2021-10273-6/07/2022","02",1,,"Pedal Cycle",,"West","Male","055",,,,,"Straight Ahead","001","5043",,
"2021-10274-6/07/2022","01",0,"SA","Motor Cars - Sedan","2004","West","Male","026","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","5043",,
"2021-10274-6/07/2022","02",0,"VIC","Motor Cars - Sedan","2018","West",,,,,,"Unknown","Parked","000",,,
"2021-10275-6/07/2022","01",0,"SA","Station Wagon","2016","West","Male","061","SA","C ","Full","Not Towing","Right Turn","001","5032",,
"2021-10275-6/07/2022","02",0,"SA","Motor Cars - Sedan","2011","South","Male","022","SA","C ","Full","Not Towing","Straight Ahead","001","5023",,
"2021-10276-6/07/2022","01",1,"SA","Motor Cars - Sedan","2002","South East","Male","022","SA","C ","Full","Not Towing","Straight Ahead","001","5073","Y",
"2021-10276-6/07/2022","02",0,,"Tree",,,,,,,,,,,,,
"2021-10277-6/07/2022","01",0,"SA","BDOUBLE - ROAD TRAIN","2012","North","Male","051","SA","MCR ","Full",,"Straight Ahead","001","5606","Y",
"2021-10278-6/07/2022","01",0,"SA","Station Wagon","2002","North East","Female","056","SA","C ","Full","Not Towing","Stopped on Carriageway","003","5097",,
"2021-10278-6/07/2022","02",1,"SA","Motor Cars - Sedan","2007","North East","Female","065","SA","C ","Full","Not Towing","Straight Ahead","001","5042",,
"2021-10279-6/07/2022","01",0,"SA","Station Wagon","2021","North","Female","036","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5085",,
"2021-10279-6/07/2022","02",0,"SA","Motor Cars - Sedan","2016","North","Female","054","SA","C ","Full","Not Towing","Straight Ahead","001","5085",,
"2021-10280-6/07/2022","01",0,"SA","Motor Cars - Sedan","2005","South","Female","048","SA","C ","Full","Not Towing","Straight Ahead","003","5163",,
"2021-10280-6/07/2022","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2006","West","Male","033","SA","HR","Full","Not Towing","Left Turn","001","5087",,
"2021-10281-6/07/2022","01",0,"SA","Taxi Cab","2017","North","Male","042","SA","C ","Full","Not Towing","Straight Ahead","003","5031",,
"2021-10281-6/07/2022","02",0,"SA","Motor Cars - Sedan","1997","East","Male","062","SA","C ","Full","Not Towing","Right Turn","001","5163",,
"2021-10282-6/07/2022","01",0,"SA","SEMI TRAILER","2016","North","Male","063","SA","HCR ","Full","Trailer","Right Turn","001","5120",,
"2021-10282-6/07/2022","02",0,"SA","Motor Cars - Sedan","2012","North","Female","060","SA","C ","Full","Not Towing","Swerving","001","5032",,
"2021-10283-6/07/2022","01",0,"SA","Motor Cars - Sedan","2010","West","Male","038","SA","C RD","Full","Not Towing","Parked","003","5162",,
"2021-10283-6/07/2022","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","Unknown","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Parking - Parallel","001","XXXX",,
"2021-10284-6/07/2022","01",0,"SA","Motor Cars - Sedan","2012","North","Female","025","SA","C ","Full","Not Towing","Straight Ahead","001","5070",,
"2021-10284-6/07/2022","02",0,"SA","Motor Cars - Sedan","XXXX","North","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Stopped on Carriageway","001","XXXX",,
"2021-10285-6/07/2022","01",0,"SA","Motor Cars - Sedan","2019","West","Female","066","SA","C R ","Full","Not Towing","Straight Ahead","001","5073",,
"2021-10285-6/07/2022","02",0,"ACT","Motor Cars - Sedan","2018","North","Female","032","SA","C ","Full","Not Towing","Right Turn","001","5068",,
"2021-10286-6/07/2022","01",0,"SA","Motor Cars - Sedan","2002","North East","Female","025","SA","C ","Full","Not Towing","Right Turn","001","5252",,
"2021-10286-6/07/2022","02",1,"SA","Utility","2021","South West","Male","022","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5251",,
"2021-10287-6/07/2022","01",0,"SA","Station Wagon","2004","North West","Male","076","SA","C ","Full","Not Towing","Straight Ahead","001","5540",,
"2021-10287-6/07/2022","02",0,"SA","Station Wagon","2016","North West","Female","051","SA","C ","Full","Not Towing","Reversing","003","5520",,
"2021-10287-6/07/2022","03",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North West",,,,,,"Unknown","Parked","000",,,
"2021-10287-6/07/2022","04",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2021-10288-6/07/2022","01",0,"SA","Motor Cars - Sedan","2002","North East","Male","038","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5022",,
"2021-10288-6/07/2022","02",0,,"Pole - not Stobie",,,,,,,,,,,,,
"2021-10289-6/07/2022","01",0,"SA","Motor Cars - Sedan","2015","East","Male","024","SA","C ","Full","Not Towing","Right Turn","001","5043",,
"2021-10289-6/07/2022","02",0,"SA","Motor Cars - Sedan","2016","North","Male","050","SA","C ","Full","Not Towing","Straight Ahead","003","5039",,
"2021-10290-6/07/2022","01",0,"SA","Motor Cars - Sedan","2014","South","Male","020","SA","C ","Full","Not Towing","Straight Ahead","002","5114",,
"2021-10290-6/07/2022","02",0,"SA","Motor Cars - Sedan","2005","South","Female","033","SA","C ","Full","Not Towing","Straight Ahead","001","5086",,
"2021-10290-6/07/2022","03",0,"SA","Station Wagon","2018","South","Female","028","SA","C ","Full","Not Towing","Straight Ahead","001","5096",,
"2021-10291-6/07/2022","01",2,"SA","Station Wagon","2009","North West","Male","019","SA","C ","Provisional 2","Not Towing","Straight Ahead","003","5158",,
"2021-10291-6/07/2022","02",0,"SA","Utility","2006","North West","Male","024","SA","C ","Full","Not Towing","Straight Ahead","001","5169",,
"2021-10292-6/07/2022","01",0,"SA","Station Wagon","2005","West","Male","028","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5012",,
"2021-10292-6/07/2022","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2021-10293-6/07/2022","01",0,"SA","BDOUBLE - ROAD TRAIN","2015","North","Male","043","SA","MC","Full",,"Straight Ahead","001","5252",,
"2021-10293-6/07/2022","02",0,"SA","Motor Cars - Sedan","2011","North","Male","036","SA","C ","Full","Not Towing","Swerving","001","5085",,
"2021-10294-6/07/2022","01",0,"SA","Motor Cars - Sedan","1997","West","Female","080","SA","C ","Full","Not Towing","Right Turn","001","5045",,
"2021-10294-6/07/2022","02",0,"SA","Motor Cars - Sedan","2009","South","Male","022","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","001","5169",,
"2021-10295-6/07/2022","01",0,"SA","Motor Cars - Sedan","2003","North East","Male","019","SA","C ","Provisional 2","Not Towing","Swerving","002","5172",,
"2021-10295-6/07/2022","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2021-10296-6/07/2022","01",0,"SA","Motor Cars - Sedan","1996","South",,,,,,"Not Towing","Parked","000",,,
"2021-10296-6/07/2022","02",0,"UNKNOWN","Motor Cars - Sedan","XXXX","South","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2021-10297-6/07/2022","01",0,"SA","Station Wagon","2013","West","Male","079","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5051",,
"2021-10297-6/07/2022","02",0,"SA","Station Wagon","2009","West","Female","050","SA","C ","Full","Not Towing","Straight Ahead","001","5010",,
"2021-10297-6/07/2022","03",0,"SA","Motor Cars - Sedan","2014","West","Male","070","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5052",,
"2021-10298-6/07/2022","01",0,"SA","Station Wagon","2021","South","Male","043","SA","C ","Full","Not Towing","Straight Ahead","001","5158",,
"2021-10298-6/07/2022","02",0,"SA","Motor Cars - Sedan","2006","South","Male","042","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5010",,
"2021-10298-6/07/2022","03",0,"SA","Motor Cars - Sedan","2012","South","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Stopped on Carriageway","001","XXXX",,
"2021-10299-6/07/2022","01",0,"SA","Station Wagon","2009","North East","Female","069","SA","C R ","Full","Not Towing","Straight Ahead","002","5214",,
"2021-10299-6/07/2022","02",0,"SA","Motor Cars - Sedan","2005","North East","Male","024","SA","C ","Full","Not Towing","Swerving","002","5165",,
"2021-10300-6/07/2022","01",2,"SA","Motor Cars - Sedan","2004","South","Male","054","SA","C ","Unlicenced","Not Towing","Right Turn","004","5095",,
"2021-10300-6/07/2022","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2009","North","Male","055","SA","HC","Full","Not Towing","Straight Ahead","001","5109",,
"2021-10300-6/07/2022","03",0,"SA","Station Wagon","2016","East","Female","073","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5098",,
"2021-10301-6/07/2022","01",1,"SA","Motor Cars - Sedan","2012","South West","Female","018","SA","C ","Provisional 2","Not Towing","Stopped on Carriageway","001","5243",,
"2021-10301-6/07/2022","02",0,"SA","Station Wagon","2011","South West","Female","047","SA","C ","Full","Not Towing","Straight Ahead","002","5243",,
"2021-10302-6/07/2022","01",0,"SA","RIGID TRUCK LGE GE 4.5T","2016","North West","Male","069","SA","HR","Full","Not Towing","Straight Ahead","001","5360",,
"2021-10302-6/07/2022","02",0,"SA","Utility","2019","South West","Male","XXX","SA","C ","Provisional 2","Not Towing","Right Turn","001","5023",,
"2021-10303-6/07/2022","01",0,"SA","Motor Cars - Sedan","2000","South West","Male","067","SA","C ","Full","Not Towing","Straight Ahead","001","5006",,
"2021-10303-6/07/2022","02",0,"SA","Station Wagon","2005","South West","Male","054","SA","C ","Full","Not Towing","U Turn","001","5091",,
"2021-10304-6/07/2022","01",0,"SA","Station Wagon","2019","North West","Female","021","SA","C ","Full","Not Towing","Right Turn","001","5051",,
"2021-10304-6/07/2022","02",0,"SA","Motor Cars - Sedan","2015","South East","Male","023","UNKNOWN","C ","Full","Not Towing","Straight Ahead","001","5087",,
"2021-10305-6/07/2022","01",2,"SA","Motor Cars - Sedan","2016","South","Female","034","SA","C ","Unlicenced","Not Towing","Straight Ahead","002","5031",,
"2021-10305-6/07/2022","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2021-10306-6/07/2022","01",1,"SA","Motor Cars - Sedan","2005","North East","Female","069","SA","C ","Full","Not Towing","Straight Ahead","001","5113",,
"2021-10306-6/07/2022","02",0,"SA","SEMI TRAILER","2014","North East","Unknown","XXX","UNKNOWN","XX","Unknown","Trailer","Straight Ahead","001","5127",,
"2021-10307-6/07/2022","01",0,"SA","Station Wagon","2002","South East","Male","054","SA","C ","Full","Not Towing","Entering Private Driveway","001","5171",,
"2021-10307-6/07/2022","02",1,,"Pedal Cycle",,"North West","Male","050",,,,,"Straight Ahead","001","5169",,
"2021-10308-6/07/2022","01",0,"SA","Panel Van","2018","South","Male","059","SA","C ","Full","Unknown","Stopped on Carriageway","001","5159",,
"2021-10308-6/07/2022","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2019","South","Male","055","SA","HC","Full","Not Towing","Straight Ahead","001","5162",,
"2021-10309-6/07/2022","01",0,"SA","Motor Cars - Sedan","2013","South West","Female","021","SA","C ","Full","Not Towing","Left Turn","001","5351",,
"2021-10309-6/07/2022","02",0,"SA","Station Wagon","1999","South West","Male","050","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5112",,
"2021-10310-6/07/2022","01",0,"SA","Utility","2017","South","Male","043","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5074",,
"2021-10310-6/07/2022","02",1,"SA","Motor Cars - Sedan","2008","South","Female","027","SA","C ","Full","Not Towing","Straight Ahead","001","5063",,
"2021-10311-6/07/2022","01",0,"SA","Motor Cars - Sedan","2016","East","Female","039","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5082",,
"2021-10311-6/07/2022","02",0,"SA","Motor Vehicle - Type Unknown","XXXX","East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2021-10312-6/07/2022","01",0,"SA","Panel Van","2008","South East","Male","024","SA","C ","Full","Not Towing","Straight Ahead","001","5022","Y",
"2021-10313-6/07/2022","01",0,"SA","Station Wagon","2010","South West","Male","051","SA","HR","Full","Not Towing","Straight Ahead","002","5114",,
"2021-10313-6/07/2022","02",0,"SA","Station Wagon","2010","South West","Female","044","SA","C ","Full","Not Towing","Straight Ahead","002","5114",,
"2021-10314-6/07/2022","01",2,"SA","Station Wagon","2017","South West","Male","031","SA","C ","Full","Not Towing","Straight Ahead","002","5204",,
"2021-10314-6/07/2022","02",2,"SA","Station Wagon","2017","South West","Female","035","SA","C ","Full","Not Towing","Straight Ahead","002","5173",,
"2021-10314-6/07/2022","03",0,"SA","Motor Cars - Sedan","2016","South West","Female","050","SA","C ","Full","Not Towing","Stopped on Carriageway","003","5212",,
"2021-10315-6/07/2022","01",0,"SA","SEMI TRAILER","2011","North West","Male","028","SA","HC","Full","Trailer","Straight Ahead","001","5501",,
"2021-10315-6/07/2022","02",0,"WA","BDOUBLE - ROAD TRAIN","2007","North West","Male","030","SA","HCR ","Unlicenced",,"Straight Ahead","001","5162",,
"2021-10316-6/07/2022","01",0,"SA","Motor Cycle","2017","South West","Male","019","SA","C RD","Learners","Not Towing","Straight Ahead","001","5114",,
"2021-10316-6/07/2022","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","South West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Swerving","001","XXXX",,
"2021-10317-6/07/2022","01",0,"SA","Motor Cars - Sedan","2001","East","Male","019","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","002","5163",,
"2021-10317-6/07/2022","02",0,"SA","Station Wagon","2009","East","Female","034","SA","C ","Full","Not Towing","Right Turn","001","5162",,
"2021-10318-6/07/2022","01",0,"SA","Motor Cars - Sedan","2017","North","Male","029","SA","C ","Full","Not Towing","Straight Ahead","001","5012",,
"2021-10318-6/07/2022","02",0,,"Tree",,,,,,,,,,,,,
"2021-10319-6/07/2022","01",0,"SA","Motor Cars - Sedan","2012","North West","Female","036","SA","C ","Full","Not Towing","Straight Ahead","001","5015",,
"2021-10319-6/07/2022","02",0,"SA","Station Wagon","2011","North West","Female","047","SA","C ","Full","Not Towing","Straight Ahead","003","5018",,
"2021-10320-6/07/2022","01",0,"SA","Motor Cars - Sedan","2016","West","Male","027","SA","C ","Full","Not Towing","Straight Ahead","001","5108",,
"2021-10320-6/07/2022","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2021-10321-6/07/2022","01",0,"SA","Motor Cars - Sedan","2008","North East","Male","025","SA","C ","Full","Not Towing","U Turn","001","5252",,
"2021-10321-6/07/2022","02",0,,"Stobie Pole",,,,,,,,,,,,,
"2021-10322-6/07/2022","01",1,"SA","Motor Cars - Sedan","2018","West","Female","044","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5092",,
"2021-10322-6/07/2022","02",0,"SA","Motor Cars - Sedan","2003","West","Male","024","SA","C ","Provisional 2","Not Towing","Right Turn","001","5075",,
"2021-10323-6/07/2022","01",0,"SA","Motor Cars - Sedan","2017","East","Male","027","SA","C ","Full","Not Towing","Straight Ahead","002","5019",,
"2021-10323-6/07/2022","02",0,"SA","Motor Cars - Sedan","2013","East","Male","026","SA","C ","Full","Not Towing","U Turn","001","5112",,
"2021-10324-6/07/2022","01",0,"SA","Motor Cars - Sedan","2005","West","Female","039","UNKNOWN","C ","Full","Not Towing","Straight Ahead","001","5010",,
"2021-10324-6/07/2022","02",0,"SA","Motor Cars - Sedan","2005","West",,,,,,"Unknown","Parked","000",,,
"2021-10324-6/07/2022","03",0,"SA","Motor Cars - Sedan","2008","West",,,,,,"Unknown","Parked","000",,,
"2021-10325-6/07/2022","01",1,"SA","Motor Cars - Sedan","2011","North West","Male","038","SA","C ","Full","Not Towing","Straight Ahead","002","5501",,
"2021-10325-6/07/2022","02",0,"SA","Motor Cars - Sedan","1997","South East","Male","022","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5501",,
"2021-10326-6/07/2022","01",0,"SA","Motor Cars - Sedan","2005","North East","Male","041","SA","HR","Full","Not Towing","Straight Ahead","001","5031",,
"2021-10326-6/07/2022","02",0,,"Stobie Pole",,,,,,,,,,,,,
"2021-10327-6/07/2022","01",0,"SA","Motor Cars - Sedan","2019","North West","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Right Turn","001","XXXX",,
"2021-10327-6/07/2022","02",0,,"Tree",,,,,,,,,,,,,
"2021-10328-6/07/2022","01",0,"SA","Motor Cars - Sedan","2018","South","Male","019","SA","C ","Provisional 2","Not Towing","Straight Ahead","001","5011",,
"2021-10328-6/07/2022","02",0,"SA","Motor Cars - Tourer","2000","South",,,,,,"Unknown","Parked","000",,,
"2021-10329-6/07/2022","01",0,"SA","Motor Cars - Sedan","2015","North","Male","034","SA","C ","Full","Not Towing","Straight Ahead","001","5023",,
"2021-10329-6/07/2022","02",0,"SA","Motor Cars - Sedan","2007","North","Male","024","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","5085",,
"2021-10330-6/07/2022","01",0,"SA","Motor Cars - Sedan","2015","West","Male","031","SA","C ","Full","Not Towing","Straight Ahead","001","5095",,
"2021-10330-6/07/2022","02",0,"SA","Motor Cars - Sedan","2009","West",,,,,,"Not Towing","Parked","000",,,
"2021-10331-6/07/2022","01",0,"SA","Motor Cars - Sedan","2006","North","Female","037","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5162",,
"2021-10331-6/07/2022","02",0,"SA","Motor Cars - Sedan","2002","North","Male","055","SA","HCR ","Full","Not Towing","Straight Ahead","001","5162",,
"2021-10331-6/07/2022","03",0,"SA","Motor Cars - Sedan","2014","North","Male","048","SA","MR","Full","Not Towing","Stopped on Carriageway","001","5168",,
"2021-10332-6/07/2022","01",0,"SA","Motor Cars - Sedan","2021","North","Male","057","SA","C ","Full","Not Towing","Straight Ahead","002","5162",,
"2021-10332-6/07/2022","02",0,"SA","Motor Cars - Sedan","2015","South","Male","033","SA","C ","Full","Not Towing","Right Turn","001","5041",,
"2021-10333-6/07/2022","01",0,"SA","Station Wagon","2004","South East","Female","045","SA","C ","Full","Not Towing","Left Turn","001","5073",,
"2021-10333-6/07/2022","02",0,"SA","Other Defined Special Vehicle","2019","South East","Male","053","SA","HR","Full","Not Towing","Reversing","001","5092",,
"2021-10334-6/07/2022","01",0,"SA","Station Wagon","2002","North East","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","XXXX",,
"2021-10334-6/07/2022","02",0,,"Tree",,,,,,,,,,,,,
"2021-10335-6/07/2022","01",0,"SA","Motor Cars - Sedan","2014","East","Female","056","SA","C ","Full","Not Towing","Right Turn","001","5011",,
"2021-10335-6/07/2022","02",1,"SA","Motor Cars - Sedan","2008","North","Female","026","SA","C ","Full","Not Towing","Straight Ahead","004","5113",,
"2021-10336-6/07/2022","01",0,"SA","Motor Cars - Sedan","2018","East","Female","025","SA","C ","Full","Not Towing","Leaving Private Driveway","001","5037",,
"2021-10336-6/07/2022","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2004","North","Male","024","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","5112",,
"2021-10337-6/07/2022","01",1,"SA","Station Wagon","2021","South West","Female","025","SA","C ","Full","Not Towing","Straight Ahead","001","5114",,
"2021-10337-6/07/2022","02",0,"SA","Motor Cars - Sedan","2014","North West","Female","068","SA","C ","Full","Not Towing","Right Turn","002","5127",,
"2021-10338-6/07/2022","01",0,"SA","Motor Cars - Sedan","2012","South West","Male","020","UNKNOWN","XX","Unknown","Not Towing","Entering Private Driveway","001","5081",,
"2021-10338-6/07/2022","02",0,,"Pedal Cycle",,"South West","Male","051",,,,,"Straight Ahead","001","5038",,
"2021-10339-6/07/2022","01",1,"SA","Motor Cars - Sedan","2000","South East","Male","063","SA","C ","Full","Not Towing","Straight Ahead","001","5109",,
"2021-10339-6/07/2022","02",0,,"Sign Post",,,,,,,,,,,,,
"2021-10340-6/07/2022","01",0,"SA","Other Defined Special Vehicle","2014","North West","Male","069","SA","C ","Full","Trailer","Left Turn","002","5020",,
"2021-10340-6/07/2022","02",0,"SA","OMNIBUS","2018","North West","Male","035","SA","HR","Full","Not Towing","Straight Ahead","001","5095",,
"2021-10341-6/07/2022","01",0,"SA","Utility","2019","South West","Male","054","SA","C ","Full","Not Towing","Straight Ahead","001","5016",,
"2021-10341-6/07/2022","02",0,"VIC","Motor Vehicle - Type Unknown","2015","North West","Female","019","VIC","C ","Provisional 2","Not Towing","Left Turn","001","3505",,
"2021-10342-6/07/2022","01",0,"SA","Motor Cars - Sedan","2016","West","Male","026","SA","C ","Full","Not Towing","Straight Ahead","002","5169",,
"2021-10342-6/07/2022","02",0,"SA","Motor Cars - Sedan","2019","West","Female","048","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5162",,
"2021-10342-6/07/2022","03",0,"SA","Utility","2019","West","Male","060","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5159",,
"2021-10343-6/07/2022","01",0,"SA","Motor Cars - Sedan","2016","North East","Male","017","SA","C ","Learners","Not Towing","Left Turn","002","5075",,
"2021-10343-6/07/2022","02",1,,"Pedal Cycle",,"North East","Male","047",,,,,"Straight Ahead","001","5066",,
"2021-10344-6/07/2022","01",1,"SA","Motor Cars - Sedan","2008","East","Female","026","SA","C ","Full","Not Towing","Straight Ahead","001","5072",,
"2021-10344-6/07/2022","02",0,"SA","Utility","2017","North","Male","069","SA","C ","Full","Not Towing","Straight Ahead","001","5046",,
"2021-10345-6/07/2022","01",0,"SA","Motor Cars - Sedan","2006","North","Male","023","SA","C ","Provisional 2","Not Towing","Right Turn","002","5097",,
"2021-10345-6/07/2022","02",1,"SA","Motor Cars - Sedan","2012","South West","Male","079","SA","C ","Full","Not Towing","Straight Ahead","001","5092",,
"2021-10346-6/07/2022","01",0,"SA","Station Wagon","2012","North West","Male","025","SA","C ","Full","Not Towing","Straight Ahead","002","5159",,
"2021-10346-6/07/2022","02",0,"SA","Motor Cars - Sedan","2019","North East","Female","060","UNKNOWN","XX","Unknown","Not Towing","Straight Ahead","001","5650",,
"2021-10347-6/07/2022","01",0,"SA","Station Wagon","2016","South",,,,,,"Not Towing","Parked","000",,,
"2021-10347-6/07/2022","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","South","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2021-10348-6/07/2022","01",0,"QLD","Utility","2014","North","Male","018","SA","C ","Unknown","Not Towing","Straight Ahead","002","5062","Y",
"2021-10348-6/07/2022","02",0,,"Tree",,,,,,,,,,,,,
"2021-10349-6/07/2022","01",1,"SA","Station Wagon","2004","North East","Female","036","SA","C ","Provisional 1 ","Not Towing","Straight Ahead","002","5112",,
"2021-10349-6/07/2022","02",0,"SA","Station Wagon","2016","North East","Female","038","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5114",,
"2021-10349-6/07/2022","03",0,"SA","Motor Cars - Sedan","2016","North East","Male","028","SA","HR","Full","Not Towing","Stopped on Carriageway","001","5085",,
"2021-10350-6/07/2022","01",0,"SA","Utility","2016","North West","Male","033","SA","C ","Full","Not Towing","Straight Ahead","001","5250",,
"2021-10350-6/07/2022","02",0,"SA","Station Wagon","2014","North West","Female","058","SA","C ","Full","Not Towing","Stopped on Carriageway","001","5240",,
"2021-10350-6/07/2022","03",0,"SA","Station Wagon","2005","North West","Female","048","SA","C ","Full","Not Towing","Stopped on Carriageway","002","5251",,
"2021-10351-6/07/2022","01",0,"SA","SEMI TRAILER","2014","South West","Male","056","SA","HCR ","Full","Trailer","Straight Ahead","001","5158",,
"2021-10351-6/07/2022","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2021-10352-6/07/2022","01",0,"SA","Motor Cars - Sedan","XXXX","North West","Female","024","UNKNOWN","XX","Unknown","Not Towing","Stopped on Carriageway","002","5019",,
"2021-10352-6/07/2022","02",0,"SA","Station Wagon","2017","North West","Male","032","SA","C ","Full","Not Towing","Swerving","002","5351",,
"2021-10353-6/07/2022","01",0,"SA","Motor Cars - Sedan","2003","South West","Female","075","SA","C ","Full","Not Towing","Entering Private Driveway","001","5158",,
"2021-10353-6/07/2022","02",0,"UNKNOWN","Motor Cycle","XXXX","South West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2021-10354-6/07/2022","01",0,"SA","Motor Cars - Sedan","2014","North","Female","036","SA","C ","Full","Not Towing","Swerving","001","5554",,
"2021-10354-6/07/2022","02",0,,"Tree",,,,,,,,,,,,,
